id,http_status,https,mobile,load_ms,builder_live,title,audit_grade,error,checked_at
eee374d0-3b96-47e2-8ad1-d0980fe15ea7,0,0,0,116,,,broken,"ssl: HTTPSConnectionPool(host='www.angelnailss.wix.com', port=443): Max retries exceeded with url: /angel",2026-06-22T12:51:08+00:00
a67571f9-b1b6-4b18-87e5-282b474a8f33,200,1,1,1187,Weebly,,good,,2026-06-22T12:51:08+00:00
92d645a9-967f-4319-8503-61f9f4c2ecda,200,1,1,629,Weebly,,good,,2026-06-22T12:51:08+00:00
c4cf94bd-88ca-4f28-9881-6d048d5f99d5,429,0,1,28,Weebly,Just a moment...,broken,,2026-06-22T12:51:08+00:00
cd070053-8737-42f4-9086-6541f9ba8fc5,0,0,0,148,,,broken,"ssl: HTTPSConnectionPool(host='www.fideaux.myshopify.com', port=443): Max retries exceeded with url: / (C",2026-06-22T12:51:08+00:00
a1fe175f-c67e-44e3-a98f-74116e1af772,404,1,0,214,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:08+00:00
71cf5c80-8758-4525-b05f-7763d180e846,200,1,1,667,Weebly,Tacos Mexican Food Food near me Restaurant | FREAKING TACOS,good,,2026-06-22T12:51:08+00:00
9a2f336e-8ec7-464f-97f4-57eaf2dadf4f,404,1,1,179,Wix,404 Error: Page Not Found | Wix.com,broken,,2026-06-22T12:51:08+00:00
2946170f-3df0-4c49-800f-f9a36d00c016,200,1,1,1520,Wix,HOME | bayside,good,,2026-06-22T12:51:09+00:00
2849441a-5813-4fb4-b60e-278b1d9e522d,404,1,0,163,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:09+00:00
856dfce0-a8dc-4f4e-8d83-73ec3f488c35,200,1,1,350,,Square: Sign in to Your Dashboard & Manage your Business,good,,2026-06-22T12:51:09+00:00
db1ac2bb-36da-4a87-9fe7-2e57ef52634d,200,1,1,293,Weebly,Home | My Site,good,,2026-06-22T12:51:09+00:00
485033ed-0e61-4fe1-9096-b308244e5dbd,404,0,0,148,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:09+00:00
5d64dc12-92b2-4a13-af60-4384ab5c3495,404,1,0,214,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:09+00:00
a3faa6e5-ff1b-4f29-92c3-0ee1d2718e83,404,0,0,166,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:09+00:00
d60f9198-e97b-4dca-87b8-6cde9a1d5110,200,1,1,618,Weebly,Order Online | AdoboS N' More,good,,2026-06-22T12:51:09+00:00
ee8aa273-5390-4745-a9da-842132446b56,200,1,1,585,Weebly,,good,,2026-06-22T12:51:09+00:00
5f99fcd2-3542-43fd-a579-a0e5ed9387a0,404,0,0,148,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:09+00:00
85086d70-7873-4c32-8c28-5f3b3852d046,404,1,0,176,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:09+00:00
61c8c969-4772-4726-8366-67ba8da320e4,200,1,1,625,Weebly,,good,,2026-06-22T12:51:09+00:00
9be63342-88cc-453b-8f5a-c90b5891a783,200,1,1,602,Weebly,Pantalla de pedidos personalizados | El huerto,good,,2026-06-22T12:51:09+00:00
f35ad575-ad3c-4d97-b2da-1ab86edaf48e,200,1,1,412,Weebly,Rohnert Park Lash & Brow Artist | Ashley Nicole Beauty,good,,2026-06-22T12:51:09+00:00
d36eec14-458d-4f7d-a724-077b61fb10fd,200,1,1,689,Weebly,,good,,2026-06-22T12:51:09+00:00
e5df739f-9cd3-4764-8dbd-15d7bbda7dd0,404,1,0,171,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:09+00:00
a0139579-d509-47f0-96a3-366a61473532,404,1,0,176,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:09+00:00
52fabb72-9246-460a-a981-4957225ff529,0,0,0,102,,,broken,"ssl: HTTPSConnectionPool(host='www.olsenfamilykenpo.wix.com', port=443): Max retries exceeded with url: /",2026-06-22T12:51:09+00:00
5b1ff9bc-f79b-438a-bf7d-bd3f0efdb113,200,1,1,205,Wix,"What a Chicken | The best Grilled Chicken of Sonoma | 706 East Washington Street, Petaluma, CA, USA",good,,2026-06-22T12:51:09+00:00
512492b2-13e1-4aa9-94ff-d811368ef560,404,1,0,181,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:09+00:00
547b3171-2e9a-4e7e-99d7-e4a7a6047d34,404,1,0,168,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:09+00:00
bff79d61-1a34-4298-b30b-6b8324478fdb,200,1,1,326,WordPress,KC Salon | Welcome to Novato KC Salon,good,,2026-06-22T12:51:09+00:00
c8c02d57-d0c1-4feb-b578-757a657b3b4e,404,1,0,175,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:09+00:00
71d2b150-beaa-4fd6-90f0-46a001ee6c91,200,1,1,353,Weebly,OUR SITE HAS MOVED,good,,2026-06-22T12:51:09+00:00
7ade32dc-98bb-49d5-a5ae-2e61b35b5f0e,200,1,1,2405,Wix,Home,good,,2026-06-22T12:51:09+00:00
b41ed852-8ff0-4b80-a2ad-a4b0719fd59f,404,0,1,157,Weebly,404 - Page Not Found,broken,,2026-06-22T12:51:09+00:00
822bb431-0545-42c9-8856-3edd4a1df17d,404,1,0,183,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:09+00:00
8a8c3dcd-7a2c-4182-8add-6d874217a8c5,200,1,1,39,WordPress,"Petaluma Tire Source &#8211; Your Petaluma Tire Professionals, Always Prompt, Courteous Service",good,,2026-06-22T12:51:09+00:00
e4429ef1-fbac-486a-a0fa-d72efe21d586,404,1,0,265,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:09+00:00
aa877eb0-b04c-41c5-bebc-464c0e5f0232,200,1,1,40,WordPress,Christine Body Shop &#8211; Piezas de carro y réplicas,good,,2026-06-22T12:51:09+00:00
8be87e78-eef4-4ac2-bfe1-0bccce3766a2,200,1,1,1248,Wix,"Dog-Cat-Exotic Pet Grooming | Dirty Dog Salon | Santa Rosa, Ca.",good,,2026-06-22T12:51:10+00:00
f708fe90-d696-457c-b4e8-01ae102a61f8,200,1,0,317,Weebly,Home,weak,,2026-06-22T12:51:10+00:00
7941317f-d665-4171-a7eb-25b77ad57356,200,1,1,595,Weebly,,good,,2026-06-22T12:51:10+00:00
5979bfdc-9107-4d29-b2dd-eba89f35b9da,200,1,0,507,Weebly,Lori's Shear Style - Home,weak,,2026-06-22T12:51:10+00:00
64843f6a-317d-4e2b-910a-2accf6400772,404,1,1,187,Wix,,broken,,2026-06-22T12:51:10+00:00
49d8e545-c73c-4bb4-b5e2-60e40c6d1c5e,0,0,0,97,,,broken,"ssl: HTTPSConnectionPool(host='www.laurasardinaatstud.wix.com', port=443): Max retries exceeded with url:",2026-06-22T12:51:10+00:00
fe87312f-5285-4ffa-a6fb-611688006b7b,200,0,0,269,Weebly,Seika Ryu Martial Arts Novato - Home,weak,,2026-06-22T12:51:10+00:00
0313f724-b726-4472-b14c-6ad75fa81db1,404,0,0,141,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:10+00:00
6aeed820-b007-4c5e-ba29-ed14261f162b,200,1,1,340,WordPress,Windrush Farm &#8211; more than just a sheep farm,good,,2026-06-22T12:51:10+00:00
70c34a10-7457-43b8-a03d-eb620b998903,404,0,0,137,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:10+00:00
c06ecc1c-768a-4a5e-89e1-f1d3700f64b3,404,1,0,168,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:10+00:00
974dd174-a863-49dc-9bf9-1ac8ae54dfa5,404,1,0,178,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:10+00:00
2111b05c-302f-4909-9bc0-fbf79598e2e0,404,1,0,142,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:10+00:00
165aabd3-0ce7-4afe-a93c-23ef670f4bb9,404,1,1,137,Wix,404 Error: Page Not Found | Wix.com,broken,,2026-06-22T12:51:10+00:00
f226df30-1c2d-4469-a019-3de28a10fa23,200,1,1,735,Wix,Home | website,good,,2026-06-22T12:51:10+00:00
4f42a93d-a00d-4b21-b34c-350d980c1d89,404,0,1,154,Weebly,404 - Page Not Found,broken,,2026-06-22T12:51:10+00:00
744203f3-956f-4369-9bdc-e61ce2ec9310,404,1,1,144,Wix,404 Error: Page Not Found | Wix.com,broken,,2026-06-22T12:51:10+00:00
1c8978bd-27d0-490b-aef7-af3d3ea4459d,404,1,0,180,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:10+00:00
e53dda0c-fa35-4dd3-9bac-ba09d563c1d1,404,1,1,131,Wix,404 Error: Page Not Found | Wix.com,broken,,2026-06-22T12:51:10+00:00
06705d74-214b-47f2-825f-2d099618365c,404,1,0,169,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:10+00:00
c4c313c0-5ae9-489b-b3c5-d52b485c8668,200,1,1,663,Weebly,Body Sculpting Appointments | Sonoma Body Sculpting,good,,2026-06-22T12:51:10+00:00
dd993080-d57a-43e3-9dc9-a8e1923d00be,200,1,1,542,Weebly,,good,,2026-06-22T12:51:10+00:00
8a7e5eec-c2aa-44a4-a13e-2dd0b5c285b7,200,1,1,713,Weebly,Order Online | Shop Co.,good,,2026-06-22T12:51:10+00:00
9de1fa92-1b19-4856-8df0-a2cafd0d99ef,404,1,0,168,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:10+00:00
83264677-9766-45fb-835d-d5f79c2ec721,404,1,0,174,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:10+00:00
051d50a2-2e00-4468-a509-addacce072f0,200,1,1,32,WordPress,"El Palomar Mexican Food &#8211; Mexican Food Restaurant in Santa Rosa, California",good,,2026-06-22T12:51:10+00:00
f831f548-455f-4cdf-af97-c9ddde8fe9a8,200,1,1,306,Wix,"Magnolia Reflexology and Massage | Asian Massage | 800 Mendocino Ave #2, Santa Rosa, CA 95401, USA",good,,2026-06-22T12:51:10+00:00
c1d1facb-d222-4e45-9996-ce2569b19b3f,200,1,1,366,Weebly,Home,good,,2026-06-22T12:51:10+00:00
41e02ba7-2946-48f2-81b4-751bee9d1463,200,1,1,339,Weebly,Appointments | HHMT,good,,2026-06-22T12:51:10+00:00
03208ee2-c1e7-46e7-b3b7-b93923fd7b41,200,1,1,135,Weebly,SANTA ROSA PET CARE - Home,good,,2026-06-22T12:51:10+00:00
052d81e5-7c22-4e01-9198-f7e8584512cc,200,1,1,88,Weebly,Order Online | Shop Co.,good,,2026-06-22T12:51:10+00:00
068ffb61-d651-4e0d-9f1d-63d614ea2e05,200,0,0,171,,Bundocks Kennels,weak,,2026-06-22T12:51:10+00:00
acf87ebd-c27a-453a-8b56-cd07fc1c074a,429,0,1,18,Weebly,Just a moment...,broken,,2026-06-22T12:51:11+00:00
3e4788a9-d412-445d-9eae-c5422e80e486,0,0,0,39,,,broken,"ssl: HTTPSConnectionPool(host='www.jamsjoybungalow.square.site', port=443): Max retries exceeded with url",2026-06-22T12:51:11+00:00
4692f668-de65-403f-8f4b-918a9f52d5f4,200,1,0,36,WordPress,"Art Honors Life | The Gallery at FUNERIA® | &quot;The nation&#039;s first art gallery dedicated to cremation urns and personal memorial art&quot; (The New York Times, January 18, 2007)",weak,,2026-06-22T12:51:11+00:00
899c0015-a12c-49dc-ab68-7224e0431667,200,1,1,814,Weebly,,good,,2026-06-22T12:51:11+00:00
6c0beb27-6f8c-47fe-8007-f478a1354496,200,0,0,120,Weebly,Quality Sport Planes - Home,weak,,2026-06-22T12:51:11+00:00
bf64fb28-622b-41c6-9477-2b4aefce8c4d,404,1,0,178,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:11+00:00
590eecd0-6a2e-465b-8366-8a442be22fd8,404,0,0,139,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:11+00:00
0bb64d18-12a7-45ac-ab43-7ca35d35a171,200,1,1,446,WordPress,Contact &#8211; Zosia Cafe and Kitchen,good,,2026-06-22T12:51:11+00:00
9c698acd-e2a4-4d65-8ad6-2c52c8e6bccd,200,1,1,248,,Home | Cycle Chvrch Cycles,good,,2026-06-22T12:51:11+00:00
120a3487-4ec0-4469-9af8-66384b0ce17e,200,1,1,400,Weebly,Yoga 101 - Home,good,,2026-06-22T12:51:11+00:00
335870a2-b945-436d-b81d-9107a2707060,404,1,1,230,Shopify,Store unavailable,broken,,2026-06-22T12:51:11+00:00
c026e312-2f19-4188-a464-3fe5e0281216,200,1,0,245,Weebly,Oriental Community Hall ~ Geyserville - Home,weak,,2026-06-22T12:51:11+00:00
9a01f6c5-4f06-4640-acbb-65ac7d37fb3d,0,0,0,104,,,broken,"ssl: HTTPSConnectionPool(host='www.heartandsoulmentor.wix.com', port=443): Max retries exceeded with url:",2026-06-22T12:51:11+00:00
c652c022-f997-4a48-bc19-25deaafffb0d,200,1,0,780,WordPress,Bio | Bohemian Tattoo - 214 E Street Eureka 95501 707-273-5000 | Specializing in custom/realistic tattoo work. Walk-ins welcome,weak,,2026-06-22T12:51:11+00:00
490d263d-0b30-4e43-9c29-96fac0dc525b,200,1,0,402,Weebly,Oriental Community Hall ~ Geyserville - Home,weak,,2026-06-22T12:51:11+00:00
7957fbdb-0abd-4c6c-9850-f4aeab290fca,200,1,1,1838,Wix,ABOUT | Mysite,good,,2026-06-22T12:51:11+00:00
f5c5f782-9e24-4dd3-9b9c-6d3a2626f2e6,200,1,1,562,Weebly,,good,,2026-06-22T12:51:11+00:00
49f69f50-66bf-488a-941f-57d6a3595da1,200,0,0,144,Weebly,3D 4D Ultrasound&nbsp;in Napa County!&nbsp;Tiny Miracles&nbsp;Prenatal Imaging - 3D 4D Tiny Miracles Prenatal Ultrasound Imaging - Napa County,weak,,2026-06-22T12:51:11+00:00
a263b471-e86a-4562-834c-7591444df347,404,1,0,179,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:11+00:00
80d06cb5-1954-4b13-acfc-a663a8de569b,200,1,1,1439,Wix,HOME | Green Organic Constr,good,,2026-06-22T12:51:11+00:00
8de072db-96d9-42fe-9b10-16d326296928,200,1,1,1298,Wix,Home | Healthmassage,good,,2026-06-22T12:51:11+00:00
0e6b85cb-8847-4f0f-929a-08ab5369e67a,404,1,0,179,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:11+00:00
f162fa21-8057-46e5-aa2a-93267629f003,404,1,0,183,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:11+00:00
196db9a4-da76-4bbd-ba55-8fe11f01afe2,404,0,0,154,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:11+00:00
ab56a268-579e-4414-ae33-34e0bd678de8,429,1,1,63,Weebly,Just a moment...,broken,,2026-06-22T12:51:12+00:00
361867e1-c924-44f6-8af4-d4a46065a91d,404,1,0,181,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:12+00:00
9cd34fc9-3402-4dd3-a525-770c4452b6eb,200,1,0,32,WordPress,murrayrockowitz | Just another WordPress.com site,weak,,2026-06-22T12:51:12+00:00
6c51dc62-34c0-4cad-86de-f49510b0dc78,200,1,1,176,Wix,Home | Cafe San Marco,good,,2026-06-22T12:51:12+00:00
2ec6f9c0-2717-4dd2-b111-a64033c3a548,404,1,0,168,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:12+00:00
2ae976ff-31dc-4559-9124-624f0a2bd738,200,1,1,761,Weebly,Home | Mountain Lions Club,good,,2026-06-22T12:51:12+00:00
0027ff33-05fb-4e61-9534-1d2954a37618,200,1,1,204,GoDaddy,DANDY SANDOS,good,,2026-06-22T12:51:12+00:00
19079579-aff0-453c-8608-80d7bd83450e,200,1,1,162,Wix,"Baxman Livestock &amp; Trailer Sales | trailers for sale | Petaluma, CA, USA",good,,2026-06-22T12:51:12+00:00
0bc73492-a24a-4bd5-baf7-e87cc6717c2a,200,1,1,262,Weebly,Breal - Home,good,,2026-06-22T12:51:12+00:00
0452a32d-034d-457f-bccd-b718bb5b1b59,404,1,1,336,,404 Not Found,broken,,2026-06-22T12:51:12+00:00
6c953698-1364-4494-b8cb-46bfbf7c6b36,200,1,0,290,Weebly,FLAMENCO! LIVE! - Shows,weak,,2026-06-22T12:51:12+00:00
e40fb5ee-3b8c-40eb-bf53-7c28da473b74,200,1,1,931,Wix,Computer Repair | Rohnert Park | JR's Computers,good,,2026-06-22T12:51:12+00:00
dd00ac97-34c7-4bee-8364-1542da31c7f4,200,1,1,1703,Wix,Home | My Site,good,,2026-06-22T12:51:12+00:00
76420de6-bea0-48b7-afa8-454fcf726248,200,1,1,558,GoDaddy,Permanent Makeup,good,,2026-06-22T12:51:12+00:00
d13dc85d-293f-4e03-8ebd-8d50fb13723f,200,0,1,185,,studio428,weak,,2026-06-22T12:51:12+00:00
d5c5ce2a-1167-4f6a-b39f-def65f36818a,404,1,0,178,,Error 404 (Not Found)!!1,broken,,2026-06-22T12:51:12+00:00
d58b85d1-df83-4b74-8786-2f381db77661,200,1,1,365,WordPress,Oasis Community Farm Buzz,good,,2026-06-22T12:51:12+00:00
c45a1e21-1bfb-433f-a5b0-61993cf29a74,200,1,1,306,Weebly,SUPERIOR TINT - Home,good,,2026-06-22T12:51:12+00:00
8709ab91-c694-42a8-b340-90f100e6ec5a,0,0,0,137,,,broken,connection failed,2026-06-22T12:51:12+00:00
04ca3274-b536-4c39-b189-978eed973270,403,1,1,210,,403 - Forbidden,broken,,2026-06-22T12:51:12+00:00
5a0dc15b-53d1-43e6-8d69-b6fa0cb9a977,200,1,1,390,GoDaddy,Bronson Medical: Efficient Billing Solutions,good,,2026-06-22T12:51:12+00:00
ac95681d-4a40-492e-89c2-364b1355fe5a,0,0,0,37,,,broken,connection failed,2026-06-22T12:51:12+00:00
8fcec65c-ea4c-42c6-afd3-5e75cdee8de2,200,1,1,469,Wix,"Aho &amp; Associates Financial Forensics | forensic accountant | 780 West Napa Street, Sonoma, CA, USA",good,,2026-06-22T12:51:12+00:00
28afa46b-7b4d-41ca-b52f-9a0ca30afff7,200,1,1,1056,Weebly,"David Austin Roses & Garden Decor | Petaluma Nursery - DEW Gardens | E D Wilson Roses, Oddities & Amazing Things at DEW Gardens",good,,2026-06-22T12:51:13+00:00
59a986a9-1c44-49e8-92fa-dad96fec2663,200,1,1,654,Weebly,"David Austin Roses & Garden Decor | Petaluma Nursery - DEW Gardens | E D Wilson Roses, Oddities & Amazing Things at DEW Gardens",good,,2026-06-22T12:51:13+00:00
a8394b25-01a1-4ad0-b53c-357dd0f34998,404,0,0,263,,,broken,,2026-06-22T12:51:13+00:00
